ticker,name,sector,region,country,indices
DHL.DE,Deutsche Post,Logistics,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
DHR,Danaher Corporation,Health Care,US,États-Unis,S&P 500
DIA.MI,Diasorin,Health Care,Europe,Italie,FTSE MIB
DIE.BR,D'Ieteren,Consumer Discretionary,Europe,Belgique,BEL 20|STOXX Europe 600
DIM.PA,Sartorius Stedim Biooutsource,pharmaceuticals,Europe,France,CAC Next 20|STOXX Europe 600
DIS,Walt Disney Company (The),Communication Services,US,États-Unis,S&P 500
DKSH.SW,Dksh Holding Ag,,Europe,Suisse,STOXX Europe 600
DLG.MI,Delonghi,,Europe,Italie,STOXX Europe 600
DLN.L,Derwent London,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
DLR,Digital Realty,Real Estate,US,États-Unis,S&P 500
DLTR,Dollar Tree,Consumer Staples,US,États-Unis,S&P 500
DNB.OL,DNB Bank,banks,Europe,Norvège,OBX|STOXX Europe 600
DNLM.L,Dunelm Group,Retailers,Europe,Royaume-Uni,FTSE 250
DNP.WA,Dino Polska,,Europe,Pologne,STOXX Europe 600
DOC,Healthpeak Properties,Real Estate,US,États-Unis,S&P 500
DOCS.L,Dr. Martens,Retailers,Europe,Royaume-Uni,FTSE 250
DOM.L,Domino's Pizza,Travel & Leisure,Europe,Royaume-Uni,FTSE 250
DOV,Dover Corporation,Industrials,US,États-Unis,S&P 500
DOW,Dow Inc.,Materials,US,États-Unis,S&P 500
DPLM.L,Diploma,Industrial Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
DPZ,Domino's,Consumer Discretionary,US,États-Unis,S&P 500
DQ7A.IR,Donegal investment group,,Europe,Irlande,ISEQ 20
DRI,Darden Restaurants,Consumer Discretionary,US,États-Unis,S&P 500
DRX.L,Drax Group,Electricity,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
DSCV.L,discoverIE,Support Services,Europe,Royaume-Uni,FTSE 250
DSFIR.AS,DSM Firmenich AG,Consumer Staples,Europe,Pays-Bas,AEX
DSFIR.SW,Dsm Firmenich Ag,,Europe,Suisse,STOXX Europe 600
DSV.CO,DSV,Industrial Goods and Services,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
DSY.PA,Dassault Systèmes,Technology,Europe,France,CAC 40|STOXX Europe 600
DTE,DTE Energy,Utilities,US,États-Unis,S&P 500
DTE.DE,Deutsche Telekom,Telecommunication,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
DTG.DE,Daimler Truck,Automotive,Europe,Allemagne,DAX|STOXX Europe 600
DUK,Duke Energy,Utilities,US,États-Unis,S&P 500
DVA,DaVita,Health Care,US,États-Unis,S&P 500
DVN,Devon Energy,Energy,US,États-Unis,S&P 500
DXCM,Dexcom,Health Care,US,États-Unis,S&P 500
EBAY,eBay Inc.,Consumer Discretionary,US,États-Unis,S&P 500
EBP.WA,Erste Bank Polska Sa,,Europe,Pologne,STOXX Europe 600
EBS.VI,Erste Group Bank Ag,,Europe,Autriche,STOXX Europe 600
ECHO,EchoStar,Communication Services,US,États-Unis,S&P 500
ECL,Ecolab,Materials,US,États-Unis,S&P 500
ED,Consolidated Edison,Utilities,US,États-Unis,S&P 500
EDEN.PA,Edenred,Industrials,Europe,France,CAC 40|STOXX Europe 600
EDIN.L,Edinburgh Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
EDP.LS,Energias de Portugal,Utilities,Europe,Portugal,PSI|STOXX Europe 600
EDPR.LS,EDP Renováveis,Utilities,Europe,Portugal,PSI
EDV.L,Endeavour Mining,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
EFX,Equifax,Industrials,US,États-Unis,S&P 500
EG,Everest Group,Financials,US,États-Unis,S&P 500
EG7.IR,FBD Holdings,,Europe,Irlande,ISEQ 20
EGL.LS,Mota-Engil,Construction & Materials,Europe,Portugal,PSI
EIX,Edison International,Utilities,US,États-Unis,S&P 500
EL,Estée Lauder Companies (The),Consumer Staples,US,États-Unis,S&P 500
EL.PA,EssilorLuxottica,Healthcare,Europe,France,CAC 40|EURO STOXX 50|STOXX Europe 600
ELE.MC,Endesa,Energy,Europe,Espagne,IBEX 35|STOXX Europe 600
ELI.BR,Elia Group,Utilities,Europe,Belgique,BEL 20|STOXX Europe 600
ELIS.PA,Elis Sa,,Europe,France,STOXX Europe 600
ELISA.HE,Elisa,Communication Services,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
ELM.L,Elementis,Chemicals,Europe,Royaume-Uni,FTSE 250
ELV,Elevance Health,Health Care,US,États-Unis,S&P 500
EME,Emcor,Industrials,US,États-Unis,S&P 500
EMG.L,Man Group,Investment Trusts,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
EMR,Emerson Electric,Industrials,US,États-Unis,S&P 500
EMSN.SW,Ems-Chemie Holding Ag,,Europe,Suisse,STOXX Europe 600
EN.PA,Bouygues,Industrials,Europe,France,CAC 40|STOXX Europe 600
ENEL.MI,Enel,Utilities,Europe,Italie,EURO STOXX 50|FTSE MIB|STOXX Europe 600
ENG.MC,Enagás,Energy,Europe,Espagne,IBEX 35|STOXX Europe 600
ENGI.PA,Engie,Utilities,Europe,France,CAC 40|STOXX Europe 600
ENI.MI,Eni,Energy,Europe,Italie,EURO STOXX 50|FTSE MIB|STOXX Europe 600
ENOG.L,Energean,Oil & Gas Producers,Europe,Royaume-Uni,FTSE 250
ENR.DE,Siemens Energy,Energy technology,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
ENT.L,Entain,Travel & leisure,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
ENX.PA,Euronext,stock exchange,Europe,France,CAC Next 20
EO.PA,Faurecia,automotive parts,Europe,France,CAC Next 20
EOAN.DE,E.ON,Utilities,Europe,Allemagne,DAX|STOXX Europe 600
EOG,EOG Resources,Energy,US,États-Unis,S&P 500
EPI-A.ST,Epiroc A,Industrials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
EQIX,Equinix,Real Estate,US,États-Unis,S&P 500
EQNR.OL,Equinor,integrated oil and gas,Europe,Norvège,OBX|STOXX Europe 600
EQT,EQT Corporation,Energy,US,États-Unis,S&P 500
EQT.ST,EQT,Financials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ERF.PA,Eurofins Scientific,Healthcare,Europe,France,CAC 40|STOXX Europe 600
ERIC-B.ST,Ericsson B,Information Technology,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ERIE,Erie Indemnity,Financials,US,États-Unis,S&P 500
ES,Eversource Energy,Utilities,US,États-Unis,S&P 500
ESCT.L,European Smaller Companies Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
ESS,Essex Property Trust,Real Estate,US,États-Unis,S&P 500
ESSITY-B.ST,Essity B,Consumer Staples,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
ETE.AT,National Bank Of Greece,,Europe,Grèce,STOXX Europe 600
ETN,Eaton Corporation,Industrials,US,États-Unis,S&P 500
ETR,Entergy,Utilities,US,États-Unis,S&P 500
EUROB.AT,Eurobank Sa,,Europe,Grèce,STOXX Europe 600
EVD.DE,Cts Eventim Ag,,Europe,Allemagne,STOXX Europe 600
EVK.DE,Evonik Industries Ag,,Europe,Allemagne,STOXX Europe 600
EVO.ST,Evolution,Consumer Discretionary,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
EVRG,Evergy,Utilities,US,États-Unis,S&P 500
EW,Edwards Lifesciences,Health Care,US,États-Unis,S&P 500
EWG.L,Eurowag,Financial Services,Europe,Royaume-Uni,FTSE 250
EWI.L,Edinburgh Worldwide Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
EXC,Exelon,Utilities,US,États-Unis,S&P 500
EXE,Expand Energy,Energy,US,États-Unis,S&P 500
EXO.AS,Exor,Financials,Europe,Pays-Bas,AEX|STOXX Europe 600
EXPD,Expeditors International,Industrials,US,États-Unis,S&P 500
EXPE,Expedia Group,Consumer Discretionary,US,États-Unis,S&P 500
EXPN.L,Experian,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
EXR,Extra Space Storage,Real Estate,US,États-Unis,S&P 500
EZJ.L,EasyJet,Travel and Leisure,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
F,Ford Motor Company,Consumer Discretionary,US,États-Unis,S&P 500
FAN.L,Volution Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
FANG,Diamondback Energy,Energy,US,États-Unis,S&P 500
FAST,Fastenal,Industrials,US,États-Unis,S&P 500
FBK.MI,FinecoBank,Banks,Europe,Italie,FTSE MIB|STOXX Europe 600
FCH.L,Funding Circle,Financial Services,Europe,Royaume-Uni,FTSE 250
FCIT.L,F & C Investment Trust,Collective investments,Europe,Royaume-Uni,FTSE 100
FCSS.L,Fidelity China Special Situations,Investment Trusts,Europe,Royaume-Uni,FTSE 250
FCT.MI,Fincantieri,Shipbuilding,Europe,Italie,FTSE MIB
FCX,Freeport-McMoRan,Materials,US,États-Unis,S&P 500
FDJU.PA,Fdj United,,Europe,France,STOXX Europe 600
FDR.MC,Fluidra,Manufacturing,Europe,Espagne,IBEX 35
FDS,FactSet,Financials,US,États-Unis,S&P 500
FDX,FedEx,Industrials,US,États-Unis,S&P 500
FDXF,FedEx Freight,Industrials,US,États-Unis,S&P 500
FE,FirstEnergy,Utilities,US,États-Unis,S&P 500
FEML.L,Fidelity Emerging Markets,Investment Trusts,Europe,Royaume-Uni,FTSE 250
FER.MC,Ferrovial,Infrastructure,Europe,Espagne,IBEX 35
FERG,Ferguson Enterprises,Industrials,US,États-Unis,S&P 500
FEV.L,Fidelity European Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
FFIV,"F5, Inc.",Information Technology,US,États-Unis,S&P 500
FGEN.L,Foresight Environmental Infrastructure,Investment Trusts,Europe,Royaume-Uni,FTSE 250
FGP.L,FirstGroup,Travel & Leisure,Europe,Royaume-Uni,FTSE 250
FGR.PA,Eiffage,construction,Europe,France,CAC Next 20|STOXX Europe 600
FGT.L,Finsbury Growth & Income Trust,Equity Investments,Europe,Royaume-Uni,FTSE 250
FHZN.SW,Flughafen Zuerich Ag,,Europe,Suisse,STOXX Europe 600
FICO,Fair Isaac,Information Technology,US,États-Unis,S&P 500
FIS,Fidelity National Information Services,Financials,US,États-Unis,S&P 500
FISV,Fiserv,Financials,US,États-Unis,S&P 500
FITB,Fifth Third Bancorp,Financials,US,États-Unis,S&P 500
FIX,Comfort Systems USA,Industrials,US,États-Unis,S&P 500
FLEX,Flex Ltd.,Information Technology,US,États-Unis,S&P 500
FLS.CO,FLSmidth & Co.,Construction and Materials,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
FME.DE,Fresenius Medical Care,Healthcare,Europe,Allemagne,DAX|STOXX Europe 600
FNTN.DE,Freenet Ag,,Europe,Allemagne,STOXX Europe 600
FORTUM.HE,Fortum,Utilities,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
FOUR.L,4imprint,Media,Europe,Royaume-Uni,FTSE 250
FOX,Fox Corporation (Class B),Communication Services,US,États-Unis,S&P 500
FOXA,Fox Corporation (Class A),Communication Services,US,États-Unis,S&P 500
FPE3.DE,Fuchs Pref,,Europe,Allemagne,STOXX Europe 600
FR.PA,Valeo,automotive parts,Europe,France,CAC Next 20|STOXX Europe 600
FRAS.L,Frasers Group,Retailers,Europe,Royaume-Uni,FTSE 250
FRE.DE,Fresenius,Healthcare,Europe,Allemagne,DAX|STOXX Europe 600
FRES.L,Fresnillo plc,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
FRO.OL,Frontline,marine transportation,Europe,Norvège,OBX|STOXX Europe 600
FRT,Federal Realty Investment Trust,Real Estate,US,États-Unis,S&P 500
FSG.L,Foresight Group,Investment Banking and Brokerage Services,Europe,Royaume-Uni,FTSE 250
FSLR,First Solar,Information Technology,US,États-Unis,S&P 500
FSV.L,Fidelity Special Values,Investment Trusts,Europe,Royaume-Uni,FTSE 250
FTK.DE,Flatexdegiro N,,Europe,Allemagne,STOXX Europe 600
FTNT,Fortinet,Information Technology,US,États-Unis,S&P 500
FTV,Fortive,Industrials,US,États-Unis,S&P 500
G.MI,Generali,Insurance,Europe,Italie,FTSE MIB|STOXX Europe 600
G1A.DE,GEA Group,Mechanical Engineering,Europe,Allemagne,DAX|STOXX Europe 600
G24.DE,Scout24,E-Commerce,Europe,Allemagne,DAX|STOXX Europe 600
GALD.SW,Galderma Group N Ag,,Europe,Suisse,STOXX Europe 600
GALE.SW,Galenica Ag,,Europe,Suisse,STOXX Europe 600
GALP.LS,Galp Energia,Energy,Europe,Portugal,PSI|STOXX Europe 600
GAMA.L,Gamma Communications,Telecommunications,Europe,Royaume-Uni,FTSE 250
GAW.L,Games Workshop,Leisure Goods,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
GBF.DE,Bilfinger,,Europe,Allemagne,STOXX Europe 600
GBLB.BR,GBL,Financials,Europe,Belgique,BEL 20|STOXX Europe 600
GCP.L,GCP Infrastructure Investments,General Financial,Europe,Royaume-Uni,FTSE 250
GD,General Dynamics,Industrials,US,États-Unis,S&P 500
GDDY,GoDaddy,Information Technology,US,États-Unis,S&P 500
GDWN.L,Goodwin,General Industrials,Europe,Royaume-Uni,FTSE 250
GE,GE Aerospace,Industrials,US,États-Unis,S&P 500
GEBN.SW,Geberit AG,Industrials,Europe,Suisse,SMI|STOXX Europe 600
GEHC,GE HealthCare,Health Care,US,États-Unis,S&P 500
GEKTERNA.AT,Gek Terna,,Europe,Grèce,STOXX Europe 600
GEN,Gen Digital,Information Technology,US,États-Unis,S&P 500
GEN.L,Genuit Group,Construction & Materials,Europe,Royaume-Uni,FTSE 250
GET.PA,Getlink,rail transport,Europe,France,CAC Next 20|STOXX Europe 600
GETI-B.ST,Getinge Class B,,Europe,Suède,STOXX Europe 600
GEV,GE Vernova,Industrials,US,États-Unis,S&P 500
GF.SW,Georg Fischer Ag,,Europe,Suisse,STOXX Europe 600
GFC.PA,Gecina,real estate,Europe,France,CAC Next 20|STOXX Europe 600
GFRD.L,Galliford Try,Construction,Europe,Royaume-Uni,FTSE 250
GFTU.L,Grafton Group,Support Services,Europe,Royaume-Uni,FTSE 250
GILD,Gilead Sciences,Health Care,US,États-Unis,S&P 500
GIS,General Mills,Consumer Staples,US,États-Unis,S&P 500
GIVN.SW,Givaudan SA,Materials,Europe,Suisse,SMI|STOXX Europe 600
GJF.OL,Gjensidige Forsikring,full line insurance,Europe,Norvège,OBX|STOXX Europe 600
GL,Globe Life,Financials,US,États-Unis,S&P 500
GL9.IR,Glanbia,,Europe,Irlande,ISEQ 20
GLE.PA,Société Générale,Financial Services,Europe,France,CAC 40|STOXX Europe 600
GLEN.L,Glencore,Mining,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
GLW,Corning Inc.,Information Technology,US,États-Unis,S&P 500
GM,General Motors,Consumer Discretionary,US,États-Unis,S&P 500
GMAB.CO,Genmab,Health Care,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
GN.CO,GN Store Nord,Health Care,Europe,Danemark,OMX Copenhagen 25
GNC.L,Greencore,"Food, Beverage and Tobacco",Europe,Royaume-Uni,FTSE 250
GNRC,Generac,Industrials,US,États-Unis,S&P 500
GNS.L,Genus,Pharmaceuticals & Biotechnology,Europe,Royaume-Uni,FTSE 250
GOGL.OL,Golden Ocean Group,marine transportation,Europe,Norvège,OBX
GOOG,Alphabet Inc. (Class C),Communication Services,US,États-Unis,S&P 500
GOOGL,Alphabet Inc. (Class A),Communication Services,US,États-Unis,S&P 500
GPC,Genuine Parts Company,Consumer Discretionary,US,États-Unis,S&P 500
GPE.L,Great Portland Estates,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250
GPN,Global Payments,Financials,US,États-Unis,S&P 500
GRF.MC,Grifols,Pharmaceuticals,Europe,Espagne,IBEX 35|STOXX Europe 600
GRG.L,Greggs,Food & Drug Retailers,Europe,Royaume-Uni,FTSE 250
GRI.L,Grainger,Real Estate Investment & Services,Europe,Royaume-Uni,FTSE 250
GRMN,Garmin,Consumer Discretionary,US,États-Unis,S&P 500
GROW.L,Molten Ventures,Financial Services,Europe,Royaume-Uni,FTSE 250
GRP.IR,Greencoat Renewables,,Europe,Irlande,ISEQ 20
GS,Goldman Sachs,Financials,US,États-Unis,S&P 500
GSCT.L,Global Smaller Companies Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
GSK.L,GSK plc,Pharmaceuticals & biotechnology,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
GTT.PA,Gaztransport & Technigaz Sa,,Europe,France,STOXX Europe 600
GVR.IR,Glenveagh Properties,,Europe,Irlande,ISEQ 20
GWW,W. W. Grainger,Industrials,US,États-Unis,S&P 500
HAFNI.OL,Hafnia Limited,marine transportation,Europe,Norvège,OBX
HAG.DE,Hensoldt Ag,,Europe,Allemagne,STOXX Europe 600
HAL,Halliburton,Energy,US,États-Unis,S&P 500
HANA.L,Hansa Investment Company,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HAS,Hasbro,Consumer Discretionary,US,États-Unis,S&P 500
HAS.L,Hays,Support Services,Europe,Royaume-Uni,FTSE 250
HAUTO.OL,Höegh Autoliners ASA,marine transportation,Europe,Norvège,OBX
HBAN,Huntington Bancshares,Financials,US,États-Unis,S&P 500
HBAN.SW,Helvetia Baloise Holding N Ag,,Europe,Suisse,STOXX Europe 600
HBR.L,Harbour Energy,Oil & Gas Producers,Europe,Royaume-Uni,FTSE 250
HCA,HCA Healthcare,Health Care,US,États-Unis,S&P 500
HD,Home Depot (The),Consumer Discretionary,US,États-Unis,S&P 500
HEI.DE,Heidelberg Materials,Construction Materials,Europe,Allemagne,DAX|STOXX Europe 600
HEIA.AS,Heineken,Consumer Staples,Europe,Pays-Bas,AEX|STOXX Europe 600
HEIO.AS,Heineken Holding Nv,,Europe,Pays-Bas,STOXX Europe 600
HEN3.DE,Henkel,Consumer Goods,Europe,Allemagne,DAX|STOXX Europe 600
HER.MI,Hera,Utilities,Europe,Italie,FTSE MIB|STOXX Europe 600
HEXA-B.ST,Hexagon B,Information Technology,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
HFD.L,Halfords,Retailers,Europe,Royaume-Uni,FTSE 250
HFEL.L,Henderson Far East Income,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HFG.L,Hilton Food Group,Food Producers,Europe,Royaume-Uni,FTSE 250
HGT.L,Hg Capital Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HIAB.HE,Hiab,Industrials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
HICL.L,HICL Infrastructure Company,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HIG,Hartford (The),Financials,US,États-Unis,S&P 500
HII,Huntington Ingalls Industries,Industrials,US,États-Unis,S&P 500
HIK.L,Hikma Pharmaceuticals,Pharmaceuticals and Biotechnology,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
HILS.L,Hill & Smith,Industrial Engineering,Europe,Royaume-Uni,FTSE 250
HLMA.L,Halma plc,Electronic equipment & parts,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
HLN.L,Haleon,Pharmaceuticals & biotechnology,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
HLT,Hilton Worldwide,Consumer Discretionary,US,États-Unis,S&P 500
HM-B.ST,Hennes & Mauritz B,Consumer Discretionary,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
HMSO.IR,Hammerson plc,,Europe,Irlande,ISEQ 20
HMSO.L,Hammerson,Real Estate Investment Trusts,Europe,Royaume-Uni,FTSE 250
HNR1.DE,Hannover Re,Insurance,Europe,Allemagne,DAX|STOXX Europe 600
HO.PA,Thales,Industrials,Europe,France,CAC 40|STOXX Europe 600
HOC.L,Hochschild Mining,Basic Resources,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
HOLM-B.ST,Holmen Class B,,Europe,Suède,STOXX Europe 600
HOLN.SW,Holcim Limited,Materials,Europe,Suisse,SMI|STOXX Europe 600
HON,Honeywell Technologies,Industrials,US,États-Unis,S&P 500
HONA,Honeywell Aerospace,Industrials,US,États-Unis,S&P 500
HOOD,Robinhood Markets,Financials,US,États-Unis,S&P 500
HOT.DE,Hochtief Ag,,Europe,Allemagne,STOXX Europe 600
HPE,Hewlett Packard Enterprise,Information Technology,US,États-Unis,S&P 500
HPQ,HP Inc.,Information Technology,US,États-Unis,S&P 500
HRI.L,Herald Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HRL,Hormel Foods,Consumer Staples,US,États-Unis,S&P 500
HSBA.L,HSBC,Banks,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
HSIC,Henry Schein,Health Care,US,États-Unis,S&P 500
HSL.L,Henderson Smaller Companies Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
HST,Host Hotels & Resorts,Real Estate,US,États-Unis,S&P 500
HSX.L,Hiscox,Non-life Insurance,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
HSY,Hershey Company (The),Consumer Staples,US,États-Unis,S&P 500
HTG.L,Hunting,"Oil, Gas and Coal",Europe,Royaume-Uni,FTSE 250
HTWS.L,Helios Towers,Telecomms,Europe,Royaume-Uni,FTSE 250
HUBB,Hubbell Incorporated,Industrials,US,États-Unis,S&P 500
HUBN.SW,Huber & Suhner Ag,,Europe,Suisse,STOXX Europe 600
HUH1V.HE,Huhtamäki,Industrials,Europe,Finlande,OMX Helsinki 25|STOXX Europe 600
HUM,Humana,Health Care,US,États-Unis,S&P 500
HVPE.L,HarbourVest Global Private Equity,Equity Investments,Europe,Royaume-Uni,FTSE 250
HWDN.L,Howdens Joinery,Homebuilding & construction supplies,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
HWG.L,Harworth Group,Real Estate,Europe,Royaume-Uni,FTSE 250
HWM,Howmet Aerospace,Industrials,US,États-Unis,S&P 500
IAD.L,Invesco Asia Dragon Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
IAG.L,International Airlines Group,Travel & leisure,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
IAG.MC,International Airlines Group,Aviation,Europe,Espagne,IBEX 35
IBE.MC,Iberdrola,Utilities,Europe,Espagne,EURO STOXX 50|IBEX 35|STOXX Europe 600
IBKR,Interactive Brokers,Financials,US,États-Unis,S&P 500
IBM,IBM,Information Technology,US,États-Unis,S&P 500
IBS.LS,Ibersol,Travel & Leisure,Europe,Portugal,PSI
ICE,Intercontinental Exchange,Financials,US,États-Unis,S&P 500
ICG.L,ICG,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ICGT.L,ICG Enterprise Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
IDR.MC,Indra,Information Technology,Europe,Espagne,IBEX 35|STOXX Europe 600
IDXX,Idexx Laboratories,Health Care,US,États-Unis,S&P 500
IEX,IDEX Corporation,Industrials,US,États-Unis,S&P 500
IFCN.SW,Inficon Holding Ag,,Europe,Suisse,STOXX Europe 600
IFF,International Flavors & Fragrances,Materials,US,États-Unis,S&P 500
IFX.DE,Infineon Technologies,Technology,Europe,Allemagne,DAX|EURO STOXX 50|STOXX Europe 600
IG.MI,Italgas,Utilities,Europe,Italie,FTSE MIB|STOXX Europe 600
IGG.L,IG Group,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
IHG.L,IHG Hotels & Resorts,Travel & leisure,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
IHP.L,IntegraFin Holdings,Financial Services,Europe,Royaume-Uni,FTSE 250
III.L,3i,Financial services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ILMN,"Illumina, Inc.",Health Care,US,États-Unis,S&P 500
IMB.L,Imperial Brands,Tobacco,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
IMCD.AS,IMCD,Basic Materials,Europe,Pays-Bas,AEX|STOXX Europe 600
IMI.L,IMI,Industrial engineering,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
INCH.L,Inchcape,Retailers,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
INCY,Incyte,Health Care,US,États-Unis,S&P 500
INDT.ST,Indutrade,,Europe,Suède,STOXX Europe 600
INDU-C.ST,Industrivärden C,Financials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
INF.L,Informa,Media,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ING.WA,Ing Bank Slaski Sa,,Europe,Pologne,STOXX Europe 600
INGA.AS,ING Group,Financials,Europe,Pays-Bas,EURO STOXX 50|AEX|STOXX Europe 600
INPP.L,International Public Partnerships,Financial Services,Europe,Royaume-Uni,FTSE 250
INPT.WA,Inpost Sa,,Europe,Pologne,STOXX Europe 600
INTC,Intel,Information Technology,US,États-Unis,S&P 500
INTU,Intuit,Information Technology,US,États-Unis,S&P 500
INVE-B.ST,Investor B,Financials,Europe,Suède,OMX Stockholm 30|STOXX Europe 600
INVH,Invitation Homes,Real Estate,US,États-Unis,S&P 500
INVP.L,Investec,Financial Services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
INW.MI,INWIT,Telecommunications,Europe,Italie,FTSE MIB
IP,International Paper,Materials,US,États-Unis,S&P 500
IP.MI,Interpump Group,,Europe,Italie,STOXX Europe 600
IPN.PA,Ipsen Sa,,Europe,France,STOXX Europe 600
IPO.L,IP Group,Financial Services,Europe,Royaume-Uni,FTSE 250
IQV,IQVIA,Health Care,US,États-Unis,S&P 500
IR,Ingersoll Rand,Industrials,US,États-Unis,S&P 500
IR5B.IR,Irish Continental Group,,Europe,Irlande,ISEQ 20
IRES.IR,Irish Residential Properties REIT,,Europe,Irlande,ISEQ 20
IRM,Iron Mountain,Real Estate,US,États-Unis,S&P 500
ISP.MI,Intesa Sanpaolo,Financials,Europe,Italie,EURO STOXX 50|FTSE MIB|STOXX Europe 600
ISRG,Intuitive Surgical,Health Care,US,États-Unis,S&P 500
ISS.CO,ISS,Industrial Goods and Services,Europe,Danemark,OMX Copenhagen 25|STOXX Europe 600
IT,Gartner,Information Technology,US,États-Unis,S&P 500
ITH.L,Ithaca Energy,Oil & Gas Producers,Europe,Royaume-Uni,FTSE 100
ITRK.L,Intertek,Support services,Europe,Royaume-Uni,FTSE 100|STOXX Europe 600
ITV.L,ITV,Media,Europe,Royaume-Uni,FTSE 250|STOXX Europe 600
ITW,Illinois Tool Works,Industrials,US,États-Unis,S&P 500
ITX.MC,Inditex,Consumer Discretionary,Europe,Espagne,EURO STOXX 50|IBEX 35|STOXX Europe 600
IVG.MI,Iveco,Industrial Goods and Services,Europe,Italie,FTSE MIB
IVZ,Invesco,Financials,US,États-Unis,S&P 500
IWG.L,International Workplace Group,Support Services,Europe,Royaume-Uni,FTSE 250
J,Jacobs Solutions,Industrials,US,États-Unis,S&P 500
JAM.L,JPMorgan American Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JBHT,J.B. Hunt,Industrials,US,États-Unis,S&P 500
JBL,Jabil,Information Technology,US,États-Unis,S&P 500
JCH.L,JPMorgan Claverhouse Investment Trust,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JCI,Johnson Controls,Industrials,US,États-Unis,S&P 500
JD.L,JD Sports,General retailers,Europe,Royaume-Uni,FTSE 100
JDW.L,Wetherspoons,Travel & Leisure,Europe,Royaume-Uni,FTSE 250
JEDT.L,JPMorgan European Discovery,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JEGI.L,JPMorgan European Growth & Income,Investment Trusts,Europe,Royaume-Uni,FTSE 250
JEMI.L,JPMorgan Emerging Markets Dividend Income,Investment Trusts,Europe,Royaume-Uni,FTSE 250
