ticker,name,sector,region,country,indices
0669.HK,Techtronic Industries,Commerce & Industry,Asie,Hong Kong,Hang Seng
066970.KS,L&F,Industrials,Asie,Corée du Sud,KOSPI 200
068270.KS,Celltrion,Health Care,Asie,Corée du Sud,KOSPI 200
0688.HK,China Overseas Land & Investment Limited,Properties,Asie,Hong Kong,Hang Seng
069260.KS,TKG Huchems,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
069620.KS,Daewoong Pharmaceutical,Health Care,Asie,Corée du Sud,KOSPI 200
069960.KS,Hyundai Department Store,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
0700.HK,Tencent Holdings Limited,Commerce & Industry,Asie,Hong Kong,Hang Seng
071050.KS,Korea Investment,Financials,Asie,Corée du Sud,KOSPI 200
071320.KS,Korea District Heating,Consumer Staples,Asie,Corée du Sud,KOSPI 200
071970.KS,HD Hyundai Marine Engine,Heavy Industries,Asie,Corée du Sud,KOSPI 200
073240.KS,Kumho Tire,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
0762.HK,China Unicom,Commerce & Industry,Asie,Hong Kong,Hang Seng
078930.KS,GS,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
079550.KS,LIG Nex1,Industrials,Asie,Corée du Sud,KOSPI 200
081660.KS,Misto,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
0823.HK,Link REIT,Properties,Asie,Hong Kong,Hang Seng
082740.KS,Hanwha Engine,Heavy Industries,Asie,Corée du Sud,KOSPI 200
0836.HK,China Resources Power,Utilities,Asie,Hong Kong,Hang Seng
0857.HK,PetroChina Company Limited,Commerce & Industry,Asie,Hong Kong,Hang Seng
086280.KS,Hyundai Glovis,Industrials,Asie,Corée du Sud,KOSPI 200
086790.KS,Hana Financial,Financials,Asie,Corée du Sud,KOSPI 200
0868.HK,Xinyi Glass,Commerce & Industry,Asie,Hong Kong,Hang Seng
0881.HK,Zhongsheng Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
0883.HK,CNOOC Limited,Commerce & Industry,Asie,Hong Kong,Hang Seng
088350.KS,Hanwha Life,Financials,Asie,Corée du Sud,KOSPI 200
090430.KS,Amorepacific,Consumer Staples,Asie,Corée du Sud,KOSPI 200
093370.KS,Foosung,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
0939.HK,China Construction Bank,Finance,Asie,Hong Kong,Hang Seng
0941.HK,China Mobile Ltd,Commerce & Industry,Asie,Hong Kong,Hang Seng
0960.HK,Longfor Properties,Properties,Asie,Hong Kong,Hang Seng
096770.KS,SK Innovation,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
0968.HK,Xinyi Solar,Commerce & Industry,Asie,Hong Kong,Hang Seng
097950.KS,CJ CheilJedang,Consumer Staples,Asie,Corée du Sud,KOSPI 200
0981.HK,Semiconductor Manufacturing International Corporation,Commerce & Industry,Asie,Hong Kong,Hang Seng
0992.HK,Lenovo,Commerce & Industry,Asie,Hong Kong,Hang Seng
1024.HK,Kuaishou,Commerce & Industry,Asie,Hong Kong,Hang Seng
103140.KS,Poongsan,Steels & Materials,Asie,Corée du Sud,KOSPI 200
1038.HK,Cheung Kong Infrastructure Holdings Limited,Utilities,Asie,Hong Kong,Hang Seng
1044.HK,Hengan International Group Co. Ltd,Commerce & Industry,Asie,Hong Kong,Hang Seng
105560.KS,KB Financial,Financials,Asie,Corée du Sud,KOSPI 200
1088.HK,China Shenhua Energy,Commerce & Industry,Asie,Hong Kong,Hang Seng
1093.HK,CSPC Pharmaceutical Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
1099.HK,Sinopharm Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
1109.HK,China Resources Land Limited,Properties,Asie,Hong Kong,Hang Seng
1113.HK,CK Asset Holdings,Properties,Asie,Hong Kong,Hang Seng
111770.KS,Youngone,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
112610.KS,CS Wind,Heavy Industries,Asie,Corée du Sud,KOSPI 200
1177.HK,Sino Biopharm,Commerce & Industry,Asie,Hong Kong,Hang Seng
120110.KS,Kolon Industries,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
1209.HK,China Resources Mixc Lifestyle,Properties,Asie,Hong Kong,Hang Seng
1211.HK,BYD Company,Commerce & Industry,Asie,Hong Kong,Hang Seng
1216.TW,統一企業,,Asie,Taïwan,Taiwan 50
128940.KS,Hanmi Pharm,Health Care,Asie,Corée du Sud,KOSPI 200
1299.HK,AIA Group Limited,Finance,Asie,Hong Kong,Hang Seng
1301.TW,台塑,,Asie,Taïwan,Taiwan 50
1303.TW,南亞塑膠,,Asie,Taïwan,Taiwan 50
1332.T,ニッスイ,,Asie,Japon,Nikkei 225
137310.KS,SD Biosensor,Health Care,Asie,Corée du Sud,KOSPI 200
1378.HK,China Hongqiao Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
138040.KS,Meritz Financial,Financials,Asie,Corée du Sud,KOSPI 200
138930.KS,BNK Financial,Financials,Asie,Corée du Sud,KOSPI 200
139130.KS,IM Financial,Financials,Asie,Corée du Sud,KOSPI 200
139480.KS,Emart,Consumer Staples,Asie,Corée du Sud,KOSPI 200
1398.HK,Industrial and Commercial Bank of China,Finance,Asie,Hong Kong,Hang Seng
1605.T,INPEX,,Asie,Japon,Nikkei 225
161390.KS,Hankook,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
161890.KS,Kolmar Korea,Consumer Staples,Asie,Corée du Sud,KOSPI 200
1721.T,コムシスホールディングス,,Asie,Japon,Nikkei 225
175330.KS,JB Financial,Financials,Asie,Corée du Sud,KOSPI 200
1801.T,大成建設,,Asie,Japon,Nikkei 225
1802.T,大林組,,Asie,Japon,Nikkei 225
1803.T,清水建設,,Asie,Japon,Nikkei 225
180640.KS,Hanjin KAL,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
1808.T,長谷工コーポレーション,,Asie,Japon,Nikkei 225
1810.HK,Xiaomi,Commerce & Industry,Asie,Hong Kong,Hang Seng
1812.T,鹿島建設,,Asie,Japon,Nikkei 225
185750.KS,Chong Kun Dang,Health Care,Asie,Corée du Sud,KOSPI 200
1876.HK,Budweiser Brewing Company APAC,Commerce & Industry,Asie,Hong Kong,Hang Seng
192080.KS,DoubleU Games,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
1925.T,大和ハウス工業,,Asie,Japon,Nikkei 225
1928.HK,Sands China,Commerce & Industry,Asie,Hong Kong,Hang Seng
1928.T,積水ハウス,,Asie,Japon,Nikkei 225
192820.KS,Cosmax,Consumer Staples,Asie,Corée du Sud,KOSPI 200
1929.HK,Chow Tai Fook,Commerce & Industry,Asie,Hong Kong,Hang Seng
1963.T,日揮ホールディングス,,Asie,Japon,Nikkei 225
1997.HK,Wharf Real Estate Investment Company Limited,Properties,Asie,Hong Kong,Hang Seng
1AE.DE,Argenx,,Europe,Allemagne,STOXX Europe 600
2002.T,日清製粉グループ本社,,Asie,Japon,Nikkei 225
2002.TW,中鋼,,Asie,Taïwan,Taiwan 50
2015.HK,Li Auto,Commerce & Industry,Asie,Hong Kong,Hang Seng
2020.HK,Anta Sports,Commerce & Industry,Asie,Hong Kong,Hang Seng
204320.KS,HL Mando,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
2057.HK,ZTO Express,Commerce & Industry,Asie,Hong Kong,Hang Seng
2059.TW,川湖科技,,Asie,Taïwan,Taiwan 50
207940.KS,Samsung Biologics,Health Care,Asie,Corée du Sud,KOSPI 200
2207.TW,和泰汽車,,Asie,Taïwan,Taiwan 50
2269.HK,WuXi Biologics,Commerce & Industry,Asie,Hong Kong,Hang Seng
2269.T,明治ホールディングス,,Asie,Japon,Nikkei 225
2282.T,日本ハム,,Asie,Japon,Nikkei 225
2301.TW,光寶科技,,Asie,Taïwan,Taiwan 50
2303.TW,聯電,,Asie,Taïwan,Taiwan 50
2308.TW,台達電子,,Asie,Taïwan,Taiwan 50
2313.HK,Shenzhou International,Commerce & Industry,Asie,Hong Kong,Hang Seng
2317.TW,鴻海精密,,Asie,Taïwan,Taiwan 50
2318.HK,Ping An Insurance,Finance,Asie,Hong Kong,Hang Seng
2319.HK,Mengniu Dairy,Commerce & Industry,Asie,Hong Kong,Hang Seng
2327.TW,國巨,,Asie,Taïwan,Taiwan 50
2330.TW,台積電,,Asie,Taïwan,Taiwan 50
2331.HK,Li-Ning,Commerce & Industry,Asie,Hong Kong,Hang Seng
2345.TW,智邦科技,,Asie,Taïwan,Taiwan 50
2357.TW,華碩電腦,,Asie,Taïwan,Taiwan 50
2359.HK,WuXi AppTec,Commerce & Industry,Asie,Hong Kong,Hang Seng
2379.TW,瑞昱半導體,,Asie,Taïwan,Taiwan 50
2382.HK,Sunny Optical,Commerce & Industry,Asie,Hong Kong,Hang Seng
2382.TW,廣達電腦,,Asie,Taïwan,Taiwan 50
2383.TW,台光電,,Asie,Taïwan,Taiwan 50
2388.HK,BOC Hong Kong (Holdings) Ltd,Finance,Asie,Hong Kong,Hang Seng
2395.TW,研華科技,,Asie,Taïwan,Taiwan 50
2412.TW,中華電信,,Asie,Taïwan,Taiwan 50
2413.T,エムスリー,,Asie,Japon,Nikkei 225
241560.KS,Doosan Bobcat,Heavy Industries,Asie,Corée du Sud,KOSPI 200
2432.T,ディー・エヌ・エー,,Asie,Japon,Nikkei 225
2454.TW,聯發科,,Asie,Taïwan,Taiwan 50
2501.T,サッポロホールディングス,,Asie,Japon,Nikkei 225
2502.T,アサヒグループホールディングス,,Asie,Japon,Nikkei 225
2503.T,キリンホールディングス,,Asie,Japon,Nikkei 225
251270.KS,Netmarble,Communication Services,Asie,Corée du Sud,KOSPI 200
259960.KS,Krafton,Communication Services,Asie,Corée du Sud,KOSPI 200
2603.TW,長榮海運,,Asie,Taïwan,Taiwan 50
2609.TW,陽明海運,,Asie,Taïwan,Taiwan 50
2615.TW,萬海航運,,Asie,Taïwan,Taiwan 50
2618.HK,JD Logistics,Commerce & Industry,Asie,Hong Kong,Hang Seng
2628.HK,China Life,Finance,Asie,Hong Kong,Hang Seng
267250.KS,HD Hyundai,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
267260.KS,HD Hyundai Electric,Heavy Industries,Asie,Corée du Sud,KOSPI 200
267270.KS,HD Construction Equipment,Heavy Industries,Asie,Corée du Sud,KOSPI 200
268280.KS,Miwon Specialty Chemical,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
2688.HK,ENN Energy,Utilities,Asie,Hong Kong,Hang Seng
271560.KS,Orion,Consumer Staples,Asie,Corée du Sud,KOSPI 200
272210.KS,Hanwha Systems,Industrials,Asie,Corée du Sud,KOSPI 200
2768.T,双日,,Asie,Japon,Nikkei 225
278470.KS,APR,Consumer Staples,Asie,Corée du Sud,KOSPI 200
2801.T,キッコーマン,,Asie,Japon,Nikkei 225
2802.T,味の素,,Asie,Japon,Nikkei 225
280360.KS,Lotte Wellfood,Consumer Staples,Asie,Corée du Sud,KOSPI 200
282330.KS,BGF Retail,Consumer Staples,Asie,Corée du Sud,KOSPI 200
285130.KS,SK Chemicals,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
2871.T,ニチレイ,,Asie,Japon,Nikkei 225
2880.TW,華南金控,,Asie,Taïwan,Taiwan 50
2881.TW,富邦金控,,Asie,Taïwan,Taiwan 50
2882.TW,國泰金控,,Asie,Taïwan,Taiwan 50
2883.TW,凱基金控,,Asie,Taïwan,Taiwan 50
2884.TW,玉山金控,,Asie,Taïwan,Taiwan 50
2885.TW,元大金控,,Asie,Taïwan,Taiwan 50
2886.TW,兆豐金控,,Asie,Taïwan,Taiwan 50
2887.TW,台新金控,,Asie,Taïwan,Taiwan 50
2890.TW,永豐金控,,Asie,Taïwan,Taiwan 50
2891.TW,中信金控,,Asie,Taïwan,Taiwan 50
2892.TW,第一金控,,Asie,Taïwan,Taiwan 50
2899.HK,Zijin Mining,Commerce & Industry,Asie,Hong Kong,Hang Seng
2912.TW,統一超商,,Asie,Taïwan,Taiwan 50
2914.T,日本たばこ産業,,Asie,Japon,Nikkei 225
298020.KS,Hyosung TNC,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
298040.KS,Hyosung Heavy Industries,Heavy Industries,Asie,Corée du Sud,KOSPI 200
298050.KS,HS Hyosung Advanced Materials,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
300720.KS,Hanil Cement,Constructions,Asie,Corée du Sud,KOSPI 200
3008.TW,大立光電,,Asie,Taïwan,Taiwan 50
3017.TW,奇鋐科技,,Asie,Taïwan,Taiwan 50
302440.KS,SK Bioscience,Health Care,Asie,Corée du Sud,KOSPI 200
3034.TW,聯詠科技,,Asie,Taïwan,Taiwan 50
3045.TW,台灣大哥大,,Asie,Taïwan,Taiwan 50
307950.KS,Hyundai AutoEver,IT,Asie,Corée du Sud,KOSPI 200
3086.T,J.フロント リテイリング,,Asie,Japon,Nikkei 225
3092.T,ZOZO,,Asie,Japon,Nikkei 225
3099.T,三越伊勢丹ホールディングス,,Asie,Japon,Nikkei 225
316140.KS,Woori Financial,Financials,Asie,Corée du Sud,KOSPI 200
3231.TW,緯創資通,,Asie,Taïwan,Taiwan 50
323410.KS,KakaoBank,Financials,Asie,Corée du Sud,KOSPI 200
326030.KS,SK Biopharm,Health Care,Asie,Corée du Sud,KOSPI 200
3289.T,東急不動産ホールディングス,,Asie,Japon,Nikkei 225
329180.KS,HD Hyundai Heavy Industries,Heavy Industries,Asie,Corée du Sud,KOSPI 200
3382.T,セブン&アイ・ホールディングス,,Asie,Japon,Nikkei 225
3401.T,帝人,,Asie,Japon,Nikkei 225
3402.T,東レ,,Asie,Japon,Nikkei 225
3405.T,クラレ,,Asie,Japon,Nikkei 225
3407.T,旭化成,,Asie,Japon,Nikkei 225
3436.T,SUMCO,,Asie,Japon,Nikkei 225
352820.KS,Hybe,Communication Services,Asie,Corée du Sud,KOSPI 200
361610.KS,SK IE Technology,Industrials,Asie,Corée du Sud,KOSPI 200
3659.T,ネクソン,,Asie,Japon,Nikkei 225
3661.TW,世芯-KY,,Asie,Taïwan,Taiwan 50
3690.HK,Meituan,Commerce & Industry,Asie,Hong Kong,Hang Seng
3692.HK,Hansoh Pharmaceutical Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
3697.T,SHIFT,,Asie,Japon,Nikkei 225
3711.TW,日月光投控,,Asie,Taïwan,Taiwan 50
373220.KS,LG Energy Solution,Industrials,Asie,Corée du Sud,KOSPI 200
375500.KS,DL E&C,Constructions,Asie,Corée du Sud,KOSPI 200
377300.KS,KakaoPay,Financials,Asie,Corée du Sud,KOSPI 200
383220.KS,F&F,Consumer Discretionary,Asie,Corée du Sud,KOSPI 200
3861.T,王子ホールディングス,,Asie,Japon,Nikkei 225
3968.HK,China Merchants Bank,Finance,Asie,Hong Kong,Hang Seng
3988.HK,Bank of China Ltd,Finance,Asie,Hong Kong,Hang Seng
3IN.L,3i Infrastructure,Financial Services,Europe,Royaume-Uni,FTSE 250
4004.T,レゾナック・ホールディングス,,Asie,Japon,Nikkei 225
4005.T,住友化学,,Asie,Japon,Nikkei 225
4021.T,日産化学,,Asie,Japon,Nikkei 225
402340.KS,SK Square,IT,Asie,Corée du Sud,KOSPI 200
4042.T,東ソー,,Asie,Japon,Nikkei 225
4043.T,トクヤマ,,Asie,Japon,Nikkei 225
4061.T,デンカ,,Asie,Japon,Nikkei 225
4062.T,イビデン,,Asie,Japon,Nikkei 225
4063.T,信越化学工業,,Asie,Japon,Nikkei 225
4151.T,協和キリン,,Asie,Japon,Nikkei 225
4183.T,三井化学,,Asie,Japon,Nikkei 225
4188.T,三菱ケミカルグループ,,Asie,Japon,Nikkei 225
4208.T,UBE,,Asie,Japon,Nikkei 225
4307.T,野村総合研究所,,Asie,Japon,Nikkei 225
4324.T,電通グループ,,Asie,Japon,Nikkei 225
4385.T,メルカリ,,Asie,Japon,Nikkei 225
443060.KS,HD Hyundai Marine Solution,Industrials,Asie,Corée du Sud,KOSPI 200
4452.T,花王,,Asie,Japon,Nikkei 225
450080.KS,Ecopro Materials,Industrials,Asie,Corée du Sud,KOSPI 200
4502.T,武田薬品工業,,Asie,Japon,Nikkei 225
4503.T,アステラス製薬,,Asie,Japon,Nikkei 225
4506.T,住友ファーマ,,Asie,Japon,Nikkei 225
4507.T,塩野義製薬,,Asie,Japon,Nikkei 225
4519.T,中外製薬,,Asie,Japon,Nikkei 225
4523.T,エーザイ,,Asie,Japon,Nikkei 225
4543.T,テルモ,,Asie,Japon,Nikkei 225
454910.KS,Doosan Robotics,Heavy Industries,Asie,Corée du Sud,KOSPI 200
456040.KS,OCI,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
4568.T,第一三共,,Asie,Japon,Nikkei 225
457190.KS,Isu Specialty Chemical,Energy & Chemicals,Asie,Corée du Sud,KOSPI 200
4578.T,大塚ホールディングス,,Asie,Japon,Nikkei 225
4661.T,オリエンタルランド,,Asie,Japon,Nikkei 225
4689.T,LINEヤフー,,Asie,Japon,Nikkei 225
4704.T,トレンドマイクロ,,Asie,Japon,Nikkei 225
4751.T,サイバーエージェント,,Asie,Japon,Nikkei 225
4755.T,楽天,,Asie,Japon,Nikkei 225
483650.KS,d'Alba Global,Consumer Staples,Asie,Corée du Sud,KOSPI 200
4901.T,富士フイルムホールディングス,,Asie,Japon,Nikkei 225
4902.T,コニカミノルタ,,Asie,Japon,Nikkei 225
4904.TW,遠傳電信,,Asie,Taïwan,Taiwan 50
4911.T,資生堂,,Asie,Japon,Nikkei 225
4938.TW,和碩聯合科技,,Asie,Taïwan,Taiwan 50
5019.T,出光興産,,Asie,Japon,Nikkei 225
5020.T,ENEOSホールディングス,,Asie,Japon,Nikkei 225
5101.T,横浜ゴム,,Asie,Japon,Nikkei 225
5108.T,ブリヂストン,,Asie,Japon,Nikkei 225
5201.T,AGC,,Asie,Japon,Nikkei 225
5214.T,日本電気硝子,,Asie,Japon,Nikkei 225
5233.T,太平洋セメント,,Asie,Japon,Nikkei 225
5301.T,東海カーボン,,Asie,Japon,Nikkei 225
5332.T,TOTO,,Asie,Japon,Nikkei 225
5333.T,NGK,,Asie,Japon,Nikkei 225
5401.T,日本製鉄,,Asie,Japon,Nikkei 225
5406.T,神戸製鋼所,,Asie,Japon,Nikkei 225
5411.T,JFEホールディングス,,Asie,Japon,Nikkei 225
5631.T,日本製鋼所,,Asie,Japon,Nikkei 225
5706.T,三井金属鉱業,,Asie,Japon,Nikkei 225
5711.T,三菱マテリアル,,Asie,Japon,Nikkei 225
5713.T,住友金属鉱山,,Asie,Japon,Nikkei 225
5714.T,DOWAホールディングス,,Asie,Japon,Nikkei 225
5801.T,古河電気工業,,Asie,Japon,Nikkei 225
5802.T,住友電気工業,,Asie,Japon,Nikkei 225
5803.T,フジクラ,,Asie,Japon,Nikkei 225
5831.T,しずおかフィナンシャルグループ,,Asie,Japon,Nikkei 225
5871.TW,中租-KY,,Asie,Taïwan,Taiwan 50
5876.TW,上海商銀,,Asie,Taïwan,Taiwan 50
5880.TW,合庫金控,,Asie,Taïwan,Taiwan 50
6098.T,リクルートホールディングス,,Asie,Japon,Nikkei 225
6103.T,オークマ,,Asie,Japon,Nikkei 225
6113.T,アマダ,,Asie,Japon,Nikkei 225
6146.T,ディスコ,,Asie,Japon,Nikkei 225
6178.T,日本郵政,,Asie,Japon,Nikkei 225
6273.T,SMC,,Asie,Japon,Nikkei 225
6301.T,小松製作所,,Asie,Japon,Nikkei 225
6302.T,住友重機械工業,,Asie,Japon,Nikkei 225
6305.T,日立建機,,Asie,Japon,Nikkei 225
6326.T,クボタ,,Asie,Japon,Nikkei 225
6361.T,荏原製作所,,Asie,Japon,Nikkei 225
6367.T,ダイキン工業,,Asie,Japon,Nikkei 225
6471.T,日本精工,,Asie,Japon,Nikkei 225
6472.T,NTN,,Asie,Japon,Nikkei 225
6473.T,ジェイテクト,,Asie,Japon,Nikkei 225
6479.T,ミネベアミツミ,,Asie,Japon,Nikkei 225
6501.T,日立製作所,,Asie,Japon,Nikkei 225
6503.T,三菱電機,,Asie,Japon,Nikkei 225
6504.T,富士電機,,Asie,Japon,Nikkei 225
6505.TW,台塑石化,,Asie,Taïwan,Taiwan 50
6506.T,安川電機,,Asie,Japon,Nikkei 225
6526.T,ソシオネクスト,,Asie,Japon,Nikkei 225
6532.T,ベイカレント,,Asie,Japon,Nikkei 225
6618.HK,JD Health,Commerce & Industry,Asie,Hong Kong,Hang Seng
6645.T,オムロン,,Asie,Japon,Nikkei 225
6669.TW,緯穎科技,,Asie,Taïwan,Taiwan 50
6690.HK,Haier,Commerce & Industry,Asie,Hong Kong,Hang Seng
6701.T,日本電気,,Asie,Japon,Nikkei 225
6702.T,富士通,,Asie,Japon,Nikkei 225
6723.T,ルネサスエレクトロニクス,,Asie,Japon,Nikkei 225
6724.T,セイコーエプソン,,Asie,Japon,Nikkei 225
6752.T,パナソニックホールディングス,,Asie,Japon,Nikkei 225
6753.T,シャープ,,Asie,Japon,Nikkei 225
6758.T,ソニーグループ,,Asie,Japon,Nikkei 225
6762.T,TDK,,Asie,Japon,Nikkei 225
6770.T,アルプスアルパイン,,Asie,Japon,Nikkei 225
6841.T,横河電機,,Asie,Japon,Nikkei 225
6857.T,アドバンテスト,,Asie,Japon,Nikkei 225
6861.T,キーエンス,,Asie,Japon,Nikkei 225
6862.HK,Haidilao,Commerce & Industry,Asie,Hong Kong,Hang Seng
6902.T,デンソー,,Asie,Japon,Nikkei 225
6919.TW,康霈生技,,Asie,Taïwan,Taiwan 50
6920.T,レーザーテック,,Asie,Japon,Nikkei 225
6954.T,ファナック,,Asie,Japon,Nikkei 225
6963.T,ローム,,Asie,Japon,Nikkei 225
6971.T,京セラ,,Asie,Japon,Nikkei 225
6976.T,太陽誘電,,Asie,Japon,Nikkei 225
6981.T,村田製作所,,Asie,Japon,Nikkei 225
6988.T,日東電工,,Asie,Japon,Nikkei 225
7004.T,カナデビア,,Asie,Japon,Nikkei 225
7011.T,三菱重工業,,Asie,Japon,Nikkei 225
7012.T,川崎重工業,,Asie,Japon,Nikkei 225
7013.T,IHI,,Asie,Japon,Nikkei 225
7186.T,横浜フィナンシャルグループ,,Asie,Japon,Nikkei 225
7201.T,日産自動車,,Asie,Japon,Nikkei 225
7202.T,いすゞ自動車,,Asie,Japon,Nikkei 225
7203.T,トヨタ自動車,,Asie,Japon,Nikkei 225
7211.T,三菱自動車工業,,Asie,Japon,Nikkei 225
7261.T,マツダ,,Asie,Japon,Nikkei 225
7267.T,本田技研工業,,Asie,Japon,Nikkei 225
7269.T,スズキ,,Asie,Japon,Nikkei 225
7270.T,SUBARU,,Asie,Japon,Nikkei 225
7272.T,ヤマハ発動機,,Asie,Japon,Nikkei 225
7453.T,良品計画,,Asie,Japon,Nikkei 225
7532.T,パン・パシフィック・インターナショナルホールディングス,,Asie,Japon,Nikkei 225
7731.T,ニコン,,Asie,Japon,Nikkei 225
7733.T,オリンパス,,Asie,Japon,Nikkei 225
7735.T,SCREENホールディングス,,Asie,Japon,Nikkei 225
7741.T,HOYA,,Asie,Japon,Nikkei 225
7751.T,キヤノン,,Asie,Japon,Nikkei 225
7752.T,リコー,,Asie,Japon,Nikkei 225
7832.T,バンダイナムコホールディングス,,Asie,Japon,Nikkei 225
7911.T,TOPPANホールディングス,,Asie,Japon,Nikkei 225
7912.T,大日本印刷,,Asie,Japon,Nikkei 225
7951.T,ヤマハ,,Asie,Japon,Nikkei 225
7974.T,任天堂,,Asie,Japon,Nikkei 225
8001.T,伊藤忠商事,,Asie,Japon,Nikkei 225
8002.T,丸紅,,Asie,Japon,Nikkei 225
8015.T,豊田通商,,Asie,Japon,Nikkei 225
8031.T,三井物産,,Asie,Japon,Nikkei 225
8035.T,東京エレクトロン,,Asie,Japon,Nikkei 225
8053.T,住友商事,,Asie,Japon,Nikkei 225
8058.T,三菱商事,,Asie,Japon,Nikkei 225
8233.T,髙島屋,,Asie,Japon,Nikkei 225
8252.T,丸井グループ,,Asie,Japon,Nikkei 225
8253.T,クレディセゾン,,Asie,Japon,Nikkei 225
8267.T,イオン,,Asie,Japon,Nikkei 225
8304.T,あおぞら銀行,,Asie,Japon,Nikkei 225
8306.T,三菱UFJフィナンシャル・グループ,,Asie,Japon,Nikkei 225
8308.T,りそなホールディングス,,Asie,Japon,Nikkei 225
8309.T,三井住友トラスト・ホールディングス,,Asie,Japon,Nikkei 225
8316.T,三井住友フィナンシャルグループ,,Asie,Japon,Nikkei 225
8331.T,千葉銀行,,Asie,Japon,Nikkei 225
8354.T,ふくおかフィナンシャルグループ,,Asie,Japon,Nikkei 225
8411.T,みずほフィナンシャルグループ,,Asie,Japon,Nikkei 225
8591.T,オリックス,,Asie,Japon,Nikkei 225
8601.T,大和証券グループ本社,,Asie,Japon,Nikkei 225
8604.T,野村ホールディングス,,Asie,Japon,Nikkei 225
8630.T,SOMPOホールディングス,,Asie,Japon,Nikkei 225
8697.T,日本取引所グループ,,Asie,Japon,Nikkei 225
8725.T,MS&ADインシュアランスグループホールディングス,,Asie,Japon,Nikkei 225
8750.T,第一ライフグループ,,Asie,Japon,Nikkei 225
8766.T,東京海上ホールディングス,,Asie,Japon,Nikkei 225
8795.T,T&Dホールディングス,,Asie,Japon,Nikkei 225
8801.T,三井不動産,,Asie,Japon,Nikkei 225
8802.T,三菱地所,,Asie,Japon,Nikkei 225
8804.T,東京建物,,Asie,Japon,Nikkei 225
8830.T,住友不動産,,Asie,Japon,Nikkei 225
8ZQ.DE,Ferrovial Nv,,Europe,Allemagne,STOXX Europe 600
9001.T,東武鉄道,,Asie,Japon,Nikkei 225
9005.T,東急,,Asie,Japon,Nikkei 225
9007.T,小田急電鉄,,Asie,Japon,Nikkei 225
9008.T,京王電鉄,,Asie,Japon,Nikkei 225
9009.T,京成電鉄,,Asie,Japon,Nikkei 225
9020.T,東日本旅客鉄道,,Asie,Japon,Nikkei 225
9021.T,西日本旅客鉄道,,Asie,Japon,Nikkei 225
9022.T,東海旅客鉄道,,Asie,Japon,Nikkei 225
9064.T,ヤマトホールディングス,,Asie,Japon,Nikkei 225
9101.T,日本郵船,,Asie,Japon,Nikkei 225
9104.T,商船三井,,Asie,Japon,Nikkei 225
9107.T,川崎汽船,,Asie,Japon,Nikkei 225
9147.T,NIPPON EXPRESSホールディングス,,Asie,Japon,Nikkei 225
9201.T,日本航空,,Asie,Japon,Nikkei 225
9202.T,ANAホールディングス,,Asie,Japon,Nikkei 225
9432.T,NTT,,Asie,Japon,Nikkei 225
9433.T,KDDI,,Asie,Japon,Nikkei 225
9434.T,ソフトバンク,,Asie,Japon,Nikkei 225
9501.T,東京電力ホールディングス,,Asie,Japon,Nikkei 225
9502.T,中部電力,,Asie,Japon,Nikkei 225
9503.T,関西電力,,Asie,Japon,Nikkei 225
9531.T,東京ガス,,Asie,Japon,Nikkei 225
9532.T,大阪ガス,,Asie,Japon,Nikkei 225
9602.T,東宝,,Asie,Japon,Nikkei 225
9618.HK,JD.com,Commerce & Industry,Asie,Hong Kong,Hang Seng
9633.HK,Nongfu Spring,Commerce & Industry,Asie,Hong Kong,Hang Seng
9735.T,セコム,,Asie,Japon,Nikkei 225
9766.T,コナミグループ,,Asie,Japon,Nikkei 225
9843.T,ニトリホールディングス,,Asie,Japon,Nikkei 225
9888.HK,Baidu,Commerce & Industry,Asie,Hong Kong,Hang Seng
9961.HK,Trip.com Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
9983.T,ファーストリテイリング,,Asie,Japon,Nikkei 225
9984.T,ソフトバンクグループ,,Asie,Japon,Nikkei 225
9988.HK,Alibaba Group,Commerce & Industry,Asie,Hong Kong,Hang Seng
9992.HK,Pop Mart,Commerce & Industry,Asie,Hong Kong,Hang Seng
